gene1_Label	gene1_start	gene1_end	gene1_reference	Atf1_Transcription_Factor1_Label	Atf1_Transcription_Factor167_Offset
gene-LOC550780	1621808	1623568	NC_037646.1	Atf1_2095	-42
gene-LOC100576436	1605852	1610940	NC_037646.1	Atf1_2096	66
gene-LOC107965007	1505339	1507301	NC_037646.1	Atf1_2103	-5
gene-LOC100576439	1593305	1599846	NC_037646.1	Atf1_2098	7
gene-LOC107964022	356429	390235	NC_037646.1	Atf1_2110	98
gene-LOC107965832	1589529	1591419	NC_037646.1	Atf1_2099	-5
gene-LOC102656685	1599500	1600533	NC_037646.1	Atf1_2097	14
gene-LOC552326	2584445	2588009	NC_037646.1	Atf1_2082	30
gene-LOC409144	1674756	1680406	NC_037646.1	Atf1_2094	-59
gene-LOC100578763	1699907	1701498	NC_037646.1	Atf1_2092	6
gene-LOC413382	2072189	2540863	NC_037646.1	Atf1_2084	25
gene-LOC413984	1692428	1698829	NC_037646.1	Atf1_2093	29
gene-LOC726367	1948225	1951920	NC_037646.1	Atf1_2089	67
gene-LOC413994	2590080	2710106	NC_037646.1	Atf1_2078	-84
gene-LOC413994	2590080	2710106	NC_037646.1	Atf1_2079	-77
gene-LOC413994	2590080	2710106	NC_037646.1	Atf1_2080	-72
gene-LOC413994	2590080	2710106	NC_037646.1	Atf1_2081	-79
gene-LOC100576170	2032179	2033682	NC_037646.1	Atf1_2085	-52
gene-LOC100576170	2032179	2033682	NC_037646.1	Atf1_2086	-42
gene-LOC100576170	2032179	2033682	NC_037646.1	Atf1_2087	-57
gene-LOC100576170	2032179	2033682	NC_037646.1	Atf1_2088	-78
gene-LOC727278	1923712	1938989	NC_037646.1	Atf1_2090	-86
gene-LOC727278	1923712	1938989	NC_037646.1	Atf1_2091	-76
gene-LOC409465	2562382	2578398	NC_037646.1	Atf1_2083	53
gene-LOC413573	2713784	2717683	NC_037646.1	Atf1_2076	82
gene-LOC413573	2713784	2717683	NC_037646.1	Atf1_2077	-72
gene-LOC413555	3091110	3255840	NC_037646.1	Atf1_2061	9
gene-LOC102654076	2726245	2747609	NC_037646.1	Atf1_2073	-79
gene-LOC102654076	2726245	2747609	NC_037646.1	Atf1_2074	-15
gene-LOC102654076	2726245	2747609	NC_037646.1	Atf1_2075	-76
gene-LOC409025	4154140	4161404	NC_037646.1	Atf1_2058	71
gene-LOC100576864	4163147	4167291	NC_037646.1	Atf1_2056	-80
gene-LOC100576864	4163147	4167291	NC_037646.1	Atf1_2057	39
gene-LOC113219006	2997000	3008901	NC_037646.1	Atf1_2062	-63
gene-LOC113219006	2997000	3008901	NC_037646.1	Atf1_2063	98
gene-LOC113219006	2997000	3008901	NC_037646.1	Atf1_2064	26
gene-LOC113219006	2997000	3008901	NC_037646.1	Atf1_2065	-58
gene-LOC100576261	2879837	2882668	NC_037646.1	Atf1_2067	22
gene-LOC113219016	4132514	4133659	NC_037646.1	Atf1_2059	-24
gene-LOC100576220	2899961	2906780	NC_037646.1	Atf1_2066	-62
gene-LOC113219024	2760032	2760151	NC_037646.1	Atf1_2072	-88
gene-LOC724356	5561893	5765286	NC_037646.1	Atf1_2049	79
gene-LOC409022	5540265	5547250	NC_037646.1	Atf1_2050	-26
gene-LOC550684	5784155	5785933	NC_037646.1	Atf1_2047	6
gene-LOC412467	5768641	5771517	NC_037646.1	Atf1_2048	-79
gene-LOC102654579	5192232	5204319	NC_037646.1	Atf1_2053	83
gene-LOC411345	4476185	4918995	NC_037646.1	Atf1_2054	-67
gene-LOC102656773	4428995	4430093	NC_037646.1	Atf1_2055	-58
gene-LOC102653713	5403560	5406695	NC_037646.1	Atf1_2051	-44
gene-LOC102653713	5403560	5406695	NC_037646.1	Atf1_2052	-73
gene-LOC100578713	5814470	5815148	NC_037646.1	Atf1_2045	-9
gene-LOC100578713	5814470	5815148	NC_037646.1	Atf1_2046	-31
gene-LOC724873	5850660	5853734	NC_037646.1	Atf1_2040	-61
gene-LOC102656198	6231783	6265842	NC_037646.1	Atf1_2038	-72
gene-LOC102656198	6231783	6265842	NC_037646.1	Atf1_2039	-67
gene-LOC107965006	5815246	5815645	NC_037646.1	Atf1_2043	-80
gene-LOC107965006	5815246	5815645	NC_037646.1	Atf1_2044	-77
gene-LOC107964959	6329283	6345778	NC_037646.1	Atf1_2037	33
gene-LOC113219008	5827369	5829994	NC_037646.1	Atf1_2042	-62
gene-LOC726608	5835213	5841054	NC_037646.1	Atf1_2041	13
gene-LOC727021	6918317	6920456	NC_037646.1	Atf1_2005	-87
gene-LOC727021	6918317	6920456	NC_037646.1	Atf1_2006	9
gene-LOC411922	6542361	6545384	NC_037646.1	Atf1_2031	-65
gene-LOC113219009	6600759	6601608	NC_037646.1	Atf1_2021	41
gene-LOC113219009	6600759	6601608	NC_037646.1	Atf1_2022	-6
gene-LOC412770	6849259	6859628	NC_037646.1	Atf1_2009	89
gene-LOC727028	6923611	6933656	NC_037646.1	Atf1_2004	7
gene-LOC100577999	6454384	6456354	NC_037646.1	Atf1_2036	36
gene-LOC725025	6580851	6581952	NC_037646.1	Atf1_2026	82
gene-LOC113218998	6468929	6470023	NC_037646.1	Atf1_2035	-61
gene-LOC726029	6533646	6535672	NC_037646.1	Atf1_2032	54
gene-LOC412768	6868872	6872469	NC_037646.1	Atf1_2007	49
gene-LOC412768	6868872	6872469	NC_037646.1	Atf1_2008	61
gene-LOC413181	6842421	6844478	NC_037646.1	Atf1_2010	85
gene-LOC413181	6842421	6844478	NC_037646.1	Atf1_2011	-8
gene-LOC107964990	6823772	6829860	NC_037646.1	Atf1_2013	73
gene-LOC107964990	6823772	6829860	NC_037646.1	Atf1_2014	28
gene-LOC411879	6559798	6565038	NC_037646.1	Atf1_2030	-37
gene-LOC100576902	6913066	6987080	NC_037646.1	Atf1_2003	-89
gene-LOC113219019	6755405	6764653	NC_037646.1	Atf1_2015	-87
gene-LOC725076	6607525	6612801	NC_037646.1	Atf1_2017	-72
gene-LOC725076	6607525	6612801	NC_037646.1	Atf1_2018	-49
gene-LOC725076	6607525	6612801	NC_037646.1	Atf1_2019	-13
gene-LOC725076	6607525	6612801	NC_037646.1	Atf1_2020	-62
gene-LOC113218570	6589677	6590780	NC_037646.1	Atf1_2023	83
gene-LOC552529	6568966	6569827	NC_037646.1	Atf1_2027	66
gene-LOC552529	6568966	6569827	NC_037646.1	Atf1_2028	52
gene-LOC552529	6568966	6569827	NC_037646.1	Atf1_2029	-12
gene-LOC409804	6833448	6841647	NC_037646.1	Atf1_2012	-42
gene-LOC725595	6741450	6743595	NC_037646.1	Atf1_2016	42
gene-LOC412762	7022175	7026424	NC_037646.1	Atf1_2001	-26
gene-LOC412762	7022175	7026424	NC_037646.1	Atf1_2002	-4
gene-LOC409599	7031548	7032824	NC_037646.1	Atf1_2000	87
gene-LOC724937	7574021	7578566	NC_037646.1	Atf1_1977	23
gene-LOC725372	7764885	7766728	NC_037646.1	Atf1_1968	21
gene-LOC725372	7764885	7766728	NC_037646.1	Atf1_1969	31
gene-LOC412276	7543699	7545283	NC_037646.1	Atf1_1982	-50
gene-LOC412276	7543699	7545283	NC_037646.1	Atf1_1983	69
gene-LOC102656074	7721451	7738351	NC_037646.1	Atf1_1972	18
gene-LOC409267	7741308	7748359	NC_037646.1	Atf1_1971	33
gene-LOC102653672	7431676	7446973	NC_037646.1	Atf1_1994	-73
gene-LOC724451	7464497	7466365	NC_037646.1	Atf1_1992	49
gene-LOC100577561	7469335	7471717	NC_037646.1	Atf1_1991	26
gene-LOC107964976	7482767	7483106	NC_037646.1	Atf1_1990	-38
gene-LOC552442	7707005	7708450	NC_037646.1	Atf1_1973	-7
gene-LOC725026	7565207	7569909	NC_037646.1	Atf1_1981	1
gene-LOC412880	7517233	7519996	NC_037646.1	Atf1_1985	70
gene-LOC409085	7696343	7700053	NC_037646.1	Atf1_1974	-60
gene-LOC409085	7696343	7700053	NC_037646.1	Atf1_1975	10
gene-LOC409085	7696343	7700053	NC_037646.1	Atf1_1976	-57
gene-LOC552289	7767300	7775461	NC_037646.1	Atf1_1967	13
gene-LOC413821	7510345	7514584	NC_037646.1	Atf1_1987	23
gene-LOC724267	7460187	7461533	NC_037646.1	Atf1_1993	63
gene-LOC102653781	7437484	7439318	NC_037646.1	Atf1_1995	-42
gene-LOC102653781	7437484	7439318	NC_037646.1	Atf1_1996	50
gene-LOC102653781	7437484	7439318	NC_037646.1	Atf1_1997	3
gene-LOC102653781	7437484	7439318	NC_037646.1	Atf1_1998	-39
gene-LOC102655244	7499589	7507734	NC_037646.1	Atf1_1988	54
gene-LOC102655244	7499589	7507734	NC_037646.1	Atf1_1989	92
gene-LOC411833	7393800	7396597	NC_037646.1	Atf1_1999	-80
gene-LOC411340	7571449	7573499	NC_037646.1	Atf1_1978	-20
gene-LOC411340	7571449	7573499	NC_037646.1	Atf1_1979	43
gene-LOC411340	7571449	7573499	NC_037646.1	Atf1_1980	-58
gene-LOC100578323	8255505	8267448	NC_037646.1	Atf1_1948	31
gene-LOC100578323	8255505	8267448	NC_037646.1	Atf1_1949	72
gene-LOC409217	7863816	7875348	NC_037646.1	Atf1_1956	-11
gene-LOC410062	8245318	8253850	NC_037646.1	Atf1_1950	76
gene-LOC100576702	8173502	8181205	NC_037646.1	Atf1_1951	46
gene-LOC409279	7880793	7885265	NC_037646.1	Atf1_1955	-19
gene-LOC726638	8366081	8367763	NC_037646.1	Atf1_1943	23
gene-LOC412025	7840447	7843478	NC_037646.1	Atf1_1959	-22
gene-LOC102656893	7838189	7839967	NC_037646.1	Atf1_1960	70
gene-LOC102656893	7838189	7839967	NC_037646.1	Atf1_1961	49
gene-LOC725938	7890968	7898580	NC_037646.1	Atf1_1953	-20
gene-LOC726619	8364686	8365589	NC_037646.1	Atf1_1944	50
gene-LOC726619	8364686	8365589	NC_037646.1	Atf1_1945	-31
gene-LOC412784	7887227	7891507	NC_037646.1	Atf1_1954	4
gene-LOC552421	7849135	7863244	NC_037646.1	Atf1_1957	-53
gene-LOC413917	8274554	8277746	NC_037646.1	Atf1_1947	-13
gene-LOC725486	7776696	7779144	NC_037646.1	Atf1_1965	-90
gene-LOC725486	7776696	7779144	NC_037646.1	Atf1_1966	32
gene-LOC409320	7845870	7847910	NC_037646.1	Atf1_1958	15
gene-LOC100579026	7794033	7813263	NC_037646.1	Atf1_1962	-50
gene-LOC100579026	7794033	7813263	NC_037646.1	Atf1_1963	-43
gene-LOC100579026	7794033	7813263	NC_037646.1	Atf1_1964	-38
gene-LOC409017	8278984	8282989	NC_037646.1	Atf1_1946	17
gene-LOC724358	9096465	9168877	NC_037646.1	Atf1_1927	-77
gene-LOC409002	9511442	9512568	NC_037646.1	Atf1_1922	-66
gene-LOC409002	9511442	9512568	NC_037646.1	Atf1_1923	-42
gene-LOC102653763	8619049	8627355	NC_037646.1	Atf1_1937	68
gene-LOC409011	8630386	8632447	NC_037646.1	Atf1_1936	74
gene-LOC100578860	9499192	9502351	NC_037646.1	Atf1_1924	-64
gene-LOC100578860	9499192	9502351	NC_037646.1	Atf1_1925	86
gene-LOC113219012	8531562	8533736	NC_037646.1	Atf1_1938	87
gene-LOC726950	8660269	8664191	NC_037646.1	Atf1_1932	-91
gene-LOC409006	8803063	8832458	NC_037646.1	Atf1_1929	10
gene-LOC113219000	8519105	8521984	NC_037646.1	Atf1_1941	-81
gene-LOC726941	8652867	8660068	NC_037646.1	Atf1_1933	32
gene-LOC726941	8652867	8660068	NC_037646.1	Atf1_1934	79
gene-LOC726750	8492333	8499522	NC_037646.1	Atf1_1942	3
gene-LOC107965854	8669628	8673477	NC_037646.1	Atf1_1930	43
gene-LOC107965854	8669628	8673477	NC_037646.1	Atf1_1931	-25
gene-LOC724616	9486763	9491937	NC_037646.1	Atf1_1926	-32
gene-LOC409004	8835311	8843959	NC_037646.1	Atf1_1928	77
gene-LOC726796	8523337	8530323	NC_037646.1	Atf1_1939	28
gene-LOC726796	8523337	8530323	NC_037646.1	Atf1_1940	82
gene-LOC409010	8649473	8652641	NC_037646.1	Atf1_1935	-23
gene-LOC100576192	10090059	10093987	NC_037646.1	Atf1_1915	64
gene-LOC100576192	10090059	10093987	NC_037646.1	Atf1_1916	74
gene-LOC102655319	9560991	9566506	NC_037646.1	Atf1_1921	-38
gene-LOC408996	10140953	10152810	NC_037646.1	Atf1_1913	7
gene-LOC102654158	10121457	10123011	NC_037646.1	Atf1_1914	99
gene-LOC102654536	10453786	10457045	NC_037646.1	Atf1_1910	10
gene-LOC100578699	9566778	9575015	NC_037646.1	Atf1_1920	29
gene-LOC113219026	10068155	10068238	NC_037646.1	Atf1_1917	54
gene-LOC113219026	10068155	10068238	NC_037646.1	Atf1_1918	51
gene-LOC113218993	10681776	10682339	NC_037646.1	Atf1_1908	-52
gene-LOC113218993	10681776	10682339	NC_037646.1	Atf1_1909	-42
gene-LOC107964994	9739566	9741117	NC_037646.1	Atf1_1919	84
gene-LOC411846	10931048	10938346	NC_037646.1	Atf1_1903	-34
gene-LOC552798	10897798	10901547	NC_037646.1	Atf1_1904	60
gene-LOC552803	10892298	10893388	NC_037646.1	Atf1_1905	-90
gene-LOC552803	10892298	10893388	NC_037646.1	Atf1_1906	-28
gene-LOC411304	10963825	10965695	NC_037646.1	Atf1_1898	-23
gene-LOC113218995	10738324	10739931	NC_037646.1	Atf1_1907	-23
gene-LOC411845	10937894	10940848	NC_037646.1	Atf1_1902	-49
gene-LOC411306	10944048	10960983	NC_037646.1	Atf1_1899	-1
gene-LOC411306	10944048	10960983	NC_037646.1	Atf1_1900	19
gene-LOC411306	10944048	10960983	NC_037646.1	Atf1_1901	81
gene-LOC408990	11039244	11041058	NC_037646.1	Atf1_1895	28
gene-LOC107964982	11335136	11338268	NC_037646.1	Atf1_1888	-41
gene-LOC107964977	11287116	11290997	NC_037646.1	Atf1_1889	-27
gene-LOC726361	11257429	11259059	NC_037646.1	Atf1_1891	-21
gene-LOC552643	11259151	11264381	NC_037646.1	Atf1_1890	36
gene-LOC107964955	11004193	11005787	NC_037646.1	Atf1_1897	-38
gene-LOC409357	11068609	11072346	NC_037646.1	Atf1_1892	33
gene-LOC552749	11010794	11019443	NC_037646.1	Atf1_1896	21
gene-LOC412272	11410070	11411705	NC_037646.1	Atf1_1886	-43
gene-LOC726991	11826692	11838662	NC_037646.1	Atf1_1870	-38
gene-LOC412815	11411953	11426424	NC_037646.1	Atf1_1885	-38
gene-LOC102656398	11630030	11631709	NC_037646.1	Atf1_1882	72
gene-LOC411294	11805032	11807463	NC_037646.1	Atf1_1871	-29
gene-LOC411294	11805032	11807463	NC_037646.1	Atf1_1872	55
gene-LOC411294	11805032	11807463	NC_037646.1	Atf1_1873	85
gene-LOC411294	11805032	11807463	NC_037646.1	Atf1_1874	97
gene-LOC411294	11805032	11807463	NC_037646.1	Atf1_1875	58
gene-LOC410012	11389965	11393140	NC_037646.1	Atf1_1887	39
gene-LOC100578732	11557915	11558929	NC_037646.1	Atf1_1884	84
gene-LOC411295	11802787	11804277	NC_037646.1	Atf1_1876	-98
gene-LOC411295	11802787	11804277	NC_037646.1	Atf1_1877	-91
gene-LOC411295	11802787	11804277	NC_037646.1	Atf1_1878	87
gene-LOC408986	11559279	11560670	NC_037646.1	Atf1_1883	67
gene-LOC100578529	12316774	12323841	NC_037646.1	Atf1_1868	15
gene-LOC412291	12341017	12347941	NC_037646.1	Atf1_1866	-91
gene-LOC412291	12341017	12347941	NC_037646.1	Atf1_1867	-45
gene-LOC408976	12004648	12044817	NC_037646.1	Atf1_1869	17
gene-LOC409032	22085	25094	NW_020555794.1	Atf1_2113	-99
gene-LOC409032	22085	25094	NW_020555794.1	Atf1_2114	-85
gene-LOC409032	22085	25094	NW_020555794.1	Atf1_2115	68
gene-LOC113219036	14012	15046	NC_037647.1	Atf1_1857	-13
gene-LOC113219036	14012	15046	NC_037647.1	Atf1_1858	76
gene-LOC113219036	14012	15046	NC_037647.1	Atf1_1859	89
gene-LOC412053	402461	406230	NC_037647.1	Atf1_1853	37
gene-LOC408264	1179402	1227702	NC_037647.1	Atf1_1850	-57
gene-LOC102655648	352153	354950	NC_037647.1	Atf1_1855	57
gene-LOC551901	401100	402463	NC_037647.1	Atf1_1854	-64
gene-LOC113219336	19387	21614	NW_020555797.1	Atf1_1865	67
gene-LOC113219337	12345	16792	NW_020555801.1	Atf1_1863	50
gene-LOC113219337	12345	16792	NW_020555801.1	Atf1_1864	17
gene-LOC113219339	729	5003	NW_020555807.1	Atf1_1862	-64
gene-LOC113219340	1431	5454	NW_020555812.1	Atf1_1861	-64
gene-LOC113219341	2141	4064	NW_020555813.1	Atf1_1860	-87
gene-LOC727262	251247	252276	NC_037647.1	Atf1_1856	-13
gene-LOC727275	406728	408753	NC_037647.1	Atf1_1852	89
gene-LOC725046	3260326	3302772	NC_037647.1	Atf1_1833	-62
gene-LOC102656808	2443657	2447754	NC_037647.1	Atf1_1844	-54
gene-LOC102656808	2443657	2447754	NC_037647.1	Atf1_1845	-42
gene-LOC102654435	1230638	1266425	NC_037647.1	Atf1_1848	-4
gene-LOC102654435	1230638	1266425	NC_037647.1	Atf1_1849	41
gene-LOC113219047	2189072	2191068	NC_037647.1	Atf1_1846	-88
gene-LOC107965073	2901903	2909239	NC_037647.1	Atf1_1840	77
gene-LOC107965073	2901903	2909239	NC_037647.1	Atf1_1841	-90
gene-LOC100577201	2047629	2059145	NC_037647.1	Atf1_1847	31
gene-LOC102656656	2529474	2544232	NC_037647.1	Atf1_1843	47
gene-LOC107965086	3046485	3058669	NC_037647.1	Atf1_1837	66
gene-LOC724683	3119634	3121833	NC_037647.1	Atf1_1836	-7
gene-LOC113219057	2893564	2898392	NC_037647.1	Atf1_1842	-47
gene-LOC100578068	3001794	3046330	NC_037647.1	Atf1_1838	79
gene-LOC100578068	3001794	3046330	NC_037647.1	Atf1_1839	-55
gene-LOC409920	3194793	3197542	NC_037647.1	Atf1_1834	-26
gene-LOC409920	3194793	3197542	NC_037647.1	Atf1_1835	-52
gene-LOC113219046	4347141	4353750	NC_037647.1	Atf1_1821	-72
gene-LOC102655447	4666115	4666545	NC_037647.1	Atf1_1813	-21
gene-LOC102655447	4666115	4666545	NC_037647.1	Atf1_1814	93
gene-LOC725107	3558616	3560120	NC_037647.1	Atf1_1832	-27
gene-LOC107965122	3739603	3743177	NC_037647.1	Atf1_1829	-42
gene-LOC107965056	4530548	4534186	NC_037647.1	Atf1_1819	44
gene-LOC113219034	4650956	4657165	NC_037647.1	Atf1_1815	-5
gene-LOC102654940	4010883	4043950	NC_037647.1	Atf1_1823	-65
gene-LOC113219051	3711991	3716985	NC_037647.1	Atf1_1830	1
gene-LOC724907	4604978	4607622	NC_037647.1	Atf1_1816	34
gene-LOC100576565	3578397	3579951	NC_037647.1	Atf1_1831	-41
gene-LOC413101	3827348	3831915	NC_037647.1	Atf1_1825	-64
gene-LOC413101	3827348	3831915	NC_037647.1	Atf1_1826	-57
gene-LOC413101	3827348	3831915	NC_037647.1	Atf1_1827	92
gene-LOC413101	3827348	3831915	NC_037647.1	Atf1_1828	-54
gene-LOC102653659	4535552	4561995	NC_037647.1	Atf1_1818	-43
gene-LOC552392	4667322	4668838	NC_037647.1	Atf1_1812	21
gene-LOC100577188	4385172	4430815	NC_037647.1	Atf1_1820	-79
gene-LOC102656564	4299216	4300095	NC_037647.1	Atf1_1822	-28
gene-LOC100577441	4555240	4558133	NC_037647.1	Atf1_1817	13
gene-LOC102656145	5223549	5226025	NC_037647.1	Atf1_1796	-45
gene-LOC107965107	4950789	5005145	NC_037647.1	Atf1_1801	5
gene-LOC551980	4873384	4898669	NC_037647.1	Atf1_1807	-59
gene-LOC551980	4873384	4898669	NC_037647.1	Atf1_1808	45
gene-LOC552134	4900307	4901408	NC_037647.1	Atf1_1806	-4
gene-LOC102656841	4909493	4914764	NC_037647.1	Atf1_1805	30
gene-LOC726427	4692644	4693574	NC_037647.1	Atf1_1810	-96
gene-LOC726427	4692644	4693574	NC_037647.1	Atf1_1811	-19
gene-LOC551814	4839581	4842083	NC_037647.1	Atf1_1809	86
gene-LOC727023	5251856	5253265	NC_037647.1	Atf1_1795	20
gene-LOC552246	4927253	4929515	NC_037647.1	Atf1_1804	58
gene-LOC726179	5063440	5195081	NC_037647.1	Atf1_1800	14
gene-LOC412431	4930672	4934307	NC_037647.1	Atf1_1802	12
gene-LOC412431	4930672	4934307	NC_037647.1	Atf1_1803	15
gene-LOC113219032	5216183	5219791	NC_037647.1	Atf1_1797	-64
gene-LOC113219032	5216183	5219791	NC_037647.1	Atf1_1798	80
gene-LOC113219032	5216183	5219791	NC_037647.1	Atf1_1799	14
gene-LOC113219053	5716070	5716925	NC_037647.1	Atf1_1792	19
gene-LOC113219055	5893131	5895601	NC_037647.1	Atf1_1785	57
gene-LOC551787	5803871	5810689	NC_037647.1	Atf1_1789	-88
gene-LOC100577466	6310677	6312061	NC_037647.1	Atf1_1770	32
gene-LOC100577466	6310677	6312061	NC_037647.1	Atf1_1771	24
gene-LOC100577466	6310677	6312061	NC_037647.1	Atf1_1772	13
gene-LOC725612	5987154	5993335	NC_037647.1	Atf1_1778	-5
gene-LOC107965091	5909221	5913570	NC_037647.1	Atf1_1784	-3
gene-LOC409427	6009714	6016072	NC_037647.1	Atf1_1777	44
gene-LOC100577839	5918414	5924660	NC_037647.1	Atf1_1783	21
gene-LOC412306	6016592	6019322	NC_037647.1	Atf1_1775	-20
gene-LOC412306	6016592	6019322	NC_037647.1	Atf1_1776	33
gene-LOC412607	5885348	5893040	NC_037647.1	Atf1_1786	70
gene-LOC412607	5885348	5893040	NC_037647.1	Atf1_1787	45
gene-LOC410228	6356666	6362028	NC_037647.1	Atf1_1761	86
gene-LOC410228	6356666	6362028	NC_037647.1	Atf1_1762	98
gene-LOC102655031	5683278	5684393	NC_037647.1	Atf1_1794	-28
gene-LOC413544	5685479	5688626	NC_037647.1	Atf1_1793	-36
gene-LOC725880	6315324	6317612	NC_037647.1	Atf1_1767	5
gene-LOC725880	6315324	6317612	NC_037647.1	Atf1_1768	17
gene-LOC725880	6315324	6317612	NC_037647.1	Atf1_1769	8
gene-LOC410237	6289750	6310617	NC_037647.1	Atf1_1773	-85
gene-LOC410237	6289750	6310617	NC_037647.1	Atf1_1774	-64
gene-LOC409876	5836000	5850590	NC_037647.1	Atf1_1788	55
gene-LOC100576193	5919419	5926445	NC_037647.1	Atf1_1781	8
gene-LOC100576193	5919419	5926445	NC_037647.1	Atf1_1782	63
gene-LOC724141	5801196	5802633	NC_037647.1	Atf1_1790	-65
gene-LOC410239	6321979	6326931	NC_037647.1	Atf1_1765	25
gene-LOC726063	6317323	6322420	NC_037647.1	Atf1_1766	68
gene-LOC413683	5753579	5786529	NC_037647.1	Atf1_1791	97
gene-LOC725577	5963508	5984886	NC_037647.1	Atf1_1779	-90
gene-LOC725577	5963508	5984886	NC_037647.1	Atf1_1780	-37
gene-LOC102655797	6815436	6816828	NC_037647.1	Atf1_1756	72
gene-LOC725675	6445358	6446814	NC_037647.1	Atf1_1757	-1
gene-LOC412710	6410487	6412339	NC_037647.1	Atf1_1758	17
gene-LOC551844	7052646	7054420	NC_037647.1	Atf1_1752	-83
gene-LOC113219063	6864039	6864190	NC_037647.1	Atf1_1755	-82
gene-LOC551763	7060672	7065205	NC_037647.1	Atf1_1751	-46
gene-LOC726265	6406567	6408357	NC_037647.1	Atf1_1759	-72
gene-LOC726265	6406567	6408357	NC_037647.1	Atf1_1760	-4
gene-LOC724241	7068053	7068998	NC_037647.1	Atf1_1750	59
gene-LOC725241	7747672	7803687	NC_037647.1	Atf1_1738	-68
gene-LOC725241	7747672	7803687	NC_037647.1	Atf1_1739	-75
gene-LOC409390	7724541	7735058	NC_037647.1	Atf1_1742	-58
gene-LOC409390	7724541	7735058	NC_037647.1	Atf1_1743	-73
gene-LOC100579031	7544835	7549033	NC_037647.1	Atf1_1747	20
gene-LOC100579031	7544835	7549033	NC_037647.1	Atf1_1748	-11
gene-LOC551282	7592305	7594344	NC_037647.1	Atf1_1745	-28
gene-LOC100578890	7719952	7723191	NC_037647.1	Atf1_1744	-35
gene-LOC412627	7744202	7745983	NC_037647.1	Atf1_1740	-88
gene-LOC409191	7518653	7521443	NC_037647.1	Atf1_1749	-42
gene-LOC725142	7740197	7741015	NC_037647.1	Atf1_1741	-25
gene-LOC412508	7551389	7560338	NC_037647.1	Atf1_1746	58
gene-LOC409672	8336234	8339125	NC_037647.1	Atf1_1726	-38
gene-LOC725578	8126453	8132131	NC_037647.1	Atf1_1732	-9
gene-LOC412055	8008945	8028226	NC_037647.1	Atf1_1736	46
gene-LOC412055	8008945	8028226	NC_037647.1	Atf1_1737	-78
gene-LOC102655712	8116840	8125575	NC_037647.1	Atf1_1733	-51
gene-LOC725886	8171850	8175223	NC_037647.1	Atf1_1729	-82
gene-LOC725886	8171850	8175223	NC_037647.1	Atf1_1730	-32
gene-LOC725949	8189646	8193695	NC_037647.1	Atf1_1728	-95
gene-LOC727266	8073622	8074701	NC_037647.1	Atf1_1734	90
gene-LOC727266	8073622	8074701	NC_037647.1	Atf1_1735	45
gene-LOC725654	8134603	8156050	NC_037647.1	Atf1_1731	-63
gene-LOC552728	8195898	8198925	NC_037647.1	Atf1_1727	54
gene-LOC113219058	9155612	9158593	NC_037647.1	Atf1_1708	84
gene-LOC409361	8715012	8724139	NC_037647.1	Atf1_1713	-81
gene-LOC409361	8715012	8724139	NC_037647.1	Atf1_1714	-49
gene-LOC409361	8715012	8724139	NC_037647.1	Atf1_1715	-56
gene-LOC409361	8715012	8724139	NC_037647.1	Atf1_1716	-80
gene-LOC409361	8715012	8724139	NC_037647.1	Atf1_1717	-82
gene-LOC411591	8419190	8425114	NC_037647.1	Atf1_1724	-31
gene-LOC552688	8692786	8695793	NC_037647.1	Atf1_1719	-75
gene-LOC410217	8807264	8812920	NC_037647.1	Atf1_1709	-70
gene-LOC410218	8805462	8806834	NC_037647.1	Atf1_1710	53
gene-LOC113219038	8765354	8786363	NC_037647.1	Atf1_1711	42
gene-LOC102655765	8724474	8725573	NC_037647.1	Atf1_1712	-3
gene-LOC724152	8443848	8445821	NC_037647.1	Atf1_1721	-21
gene-LOC724152	8443848	8445821	NC_037647.1	Atf1_1722	24
gene-LOC724152	8443848	8445821	NC_037647.1	Atf1_1723	7
gene-LOC100576945	8701416	8702127	NC_037647.1	Atf1_1718	-40
gene-LOC725155	9158873	9165863	NC_037647.1	Atf1_1707	90
gene-LOC409119	8413442	8418167	NC_037647.1	Atf1_1725	37
gene-LOC552015	9415704	9418152	NC_037647.1	Atf1_1703	-16
gene-LOC552658	9817861	9826269	NC_037647.1	Atf1_1694	97
gene-LOC100576531	9498522	9499722	NC_037647.1	Atf1_1697	73
gene-LOC726272	9487449	9498128	NC_037647.1	Atf1_1698	78
gene-LOC551967	9422790	9427647	NC_037647.1	Atf1_1701	-26
gene-LOC550651	9420649	9422958	NC_037647.1	Atf1_1702	-88
